gd_no,Page,Rating,Review,UserInfo,SkinType,Review_en,Review_ko,text_for_model,keybert_keywords,primary_category,categories
1184035014,2,5,気になっていた商品なので初めて買いました。まだ使ってないのですが楽しみです(*ˊᵕˋ*),mas*** | 2026.03.07 | 1個目:セラム | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,オプション : 1個目:セラム / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 混合肌肌トーン : イエベ,"I bought this product for the first time because I was interested in it. I haven't used it yet, but I'm looking forward to it (*ˊᵕˋ*)",이 상품에 관심이 있어서 처음 구매했습니다. 아직 써보진 않았지만 기대되네요(*ˊᵕˋ*),"I bought this product for the first time because I was interested in it. I haven't used it yet, but I'm looking forward to it (*ˊᵕˋ*)","['haven used', 'looking forward', 'forward ˊᵕˋ', 'product time', 'interested']",unclassified,['unclassified']
1184035014,2,5,以前購入して良かったので購入しました。バシャバシャ使えて保湿力もあり使いやすいです！匂いもなく、乾燥しないから使い続けたいです！,pin*** | 2026.03.05 | 1個目:トナー | 2個目:トナー | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:トナー / 2個目:トナー / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 乾燥肌肌トーン : イエベ肌の悩み : 乾燥, シミ",I bought it because I was glad I had purchased it before. It's easy to use and has moisturizing properties! I want to keep using it because it has no smell and doesn't dry out!,예전에 구매해서 좋았기 때문에 구매했습니다. 사용하기 편하고 보습력도 있어요! 냄새도 없고 건조함도 없어서 계속 사용하고 싶어요!,I bought it because I was glad I had purchased it before. It's easy to use and has moisturizing properties! I want to keep using it because it has no smell and doesn't dry out!,"['moisturizing properties', 'using smell', 'doesn dry', 'purchased easy', 'glad']",효과_성분,"['효과_성분', '향_냄새', '재구매_추천']"
1184035014,2,5,気になっていたのでメガ割で購入しました。期待を込めて5です。,jmp*** | 2026.03.04 | 1個目:セラム | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,オプション : 1個目:セラム / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 乾燥肌肌トーン : ブルベ,"I was interested in it, so I bought it at a mega discount. I give it a 5 with high expectations.",관심이 있어서 엄청 할인해서 샀어요. 나는 높은 기대를 가지고 5점을 준다.,"I was interested in it, so I bought it at a mega discount. I give it a 5 with high expectations.","['mega discount', 'bought mega', 'interested bought', 'expectations', 'high']",가격_가성비,['가격_가성비']
1184035014,2,5,ー8歳肌に魅了されて購入セラムはしっとりもち肌クレンジングはこれから使うので楽しみです,kan*** | 2026.03.04 | 1個目:クレンジング | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:クレンジング / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 乾燥肌肌トーン : イエベ肌の悩み : くすみ・色むら, 乾燥, しわ・たるみ",- 8 years old I bought this because I was fascinated by my skin.The serum has a moisturizing effect and I am looking forward to using the skin cleanser from now on.,- 8세 내 피부에 반해서 구매했어요. 세럼도 보습력이 있어서 앞으로 스킨클렌저도 써볼까 기대중이에요.,- 8 years old I bought this because I was fascinated by my skin.The serum has a moisturizing effect and I am looking forward to using the skin cleanser from now on.,"['skin serum', 'moisturizing effect', 'cleanser', 'years old', 'effect looking']",효과_성분,['효과_성분']
1184035014,2,5,ちょっとツッパる様な気がする。しっかり保湿してから使った方がいいかも,kan*** | 2026.03.04 | 1個目:セラム | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:セラム / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 混合肌肌トーン : イエベ肌の悩み : ニキビ・肌荒れ, 毛穴, しわ・たるみ",I feel like it's a little sluggish. It might be better to moisturize thoroughly before using.,조금 느린 것 같아요. 사용하기 전에 충분히 수분을 공급하는 것이 더 나을 수도 있습니다.,I feel like it's a little sluggish. It might be better to moisturize thoroughly before using.,"['better moisturize', 'moisturize thoroughly', 'little sluggish', 'thoroughly using', 'feel like']",효과_성분,"['효과_성분', '사용감_텍스처']"
1184035014,2,5,初めて使ってみました！トナーはとても私に合っています！ベタつかず使いやすいです。セラムはもう少し伸びがあってもいいかなー？でもお安く買えて大満足です！,tom*** | 2026.03.04 | 1個目:トナー | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:トナー / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 混合肌肌トーン : ブルベ肌の悩み : 毛穴, しわ・たるみ, シミ",I tried using it for the first time! The toner suits me very well! It's non-sticky and easy to use. I wonder if the serum could be a little more stretchy? But I'm very happy to be able to buy it cheaply!,처음으로 사용해 봤습니다! 토너가 저한테 너무 잘 맞더라구요! 끈적이지 않고 사용하기 쉽습니다. 세럼이 좀 더 신축성이 있으면 어떨까? 그래도 저렴하게 살 수 있어서 너무 기뻐요!,I tried using it for the first time! The toner suits me very well! It's non-sticky and easy to use. I wonder if the serum could be a little more stretchy? But I'm very happy to be able to buy it cheaply!,"['toner suits', 'serum', 'stretchy', 'sticky easy', 'buy cheaply']",효과_성분,"['효과_성분', '사용감_텍스처', '가격_가성비']"
1184035014,2,5,きたいして⭐︎5です。今晩、使うのが楽しみです,49.*** | 2026.03.04 | 1個目:セラム | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:セラム / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 混合肌肌トーン : イエベ肌の悩み : 毛穴, シミ",I want to come ⭐︎5. I'm looking forward to using it tonight,오고 싶어요 ⭐︎5. 오늘 밤에 사용하기를 기대하고 있어요,I want to come ⭐︎5. I'm looking forward to using it tonight,"['want come', 'using tonight', 'looking forward', 'forward using', 'looking']",unclassified,['unclassified']
1184035014,2,5,リピしてます。メガ割直前割でお得に購入出来ました、,eri*** | 2026.02.28 | 1個目:セラム | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:セラム / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 敏感肌肌トーン : イエベ肌の悩み : くすみ・色むら, 乾燥, しわ・たるみ, シミ",I'm repeating it. I was able to purchase it at a great price with the Mega Discount discount.,반복합니다. 메가할인 혜택으로 아주 저렴하게 구매할 수 있었어요.,I'm repeating it. I was able to purchase it at a great price with the Mega Discount discount.,"['mega discount', 'discount discount', 'purchase great', 'price', 'repeating able']",가격_가성비,['가격_가성비']
1184035014,2,5,初めて購入しました。すごく敏感肌でしたが、全くピリピリもせずに、使えました。そんなにベトつかずこれからの時期にちょうどいい感じです。,yuk*** | 2026.02.28 | 1個目:セラム | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,オプション : 1個目:セラム / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 敏感肌肌トーン : ブルベ肌の悩み : くすみ・色むら,"This is my first purchase. I have very sensitive skin, but I was able to use it without any irritation. It's not too sticky and feels just right for the upcoming season.",이번이 첫 구매입니다. 피부가 많이 민감한 편인데 자극 없이 잘 사용했어요. 너무 끈적이지 않고 다가오는 계절에 딱 맞는 느낌이에요.,"This is my first purchase. I have very sensitive skin, but I was able to use it without any irritation. It's not too sticky and feels just right for the upcoming season.","['sensitive skin', 'irritation sticky', 'use irritation', 'feels just', 'season']",사용감_텍스처,"['사용감_텍스처', '피부_트러블_부작용', '효과_성분']"
1184035014,2,5,透明感と保湿感を実感して、リピート買いしましたすごく気に入ったので、しばらくリピートして使い続けます,aka*** | 2026.02.27 | 1個目:セラム | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:セラム / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 敏感肌肌トーン : ブルベ肌の悩み : 乾燥, シミ",I bought it again after experiencing the transparency and moisturizing effect.I liked it so much that I will continue to use it on repeat for a while.,투명감과 보습효과를 경험하고 재구매했어요. 너무 맘에 들어서 한동안 계속 반복해서 사용할 것 같아요.,I bought it again after experiencing the transparency and moisturizing effect.I liked it so much that I will continue to use it on repeat for a while.,"['transparency moisturizing', 'use repeat', 'effect liked', 'bought experiencing', 'use']",효과_성분,['효과_성분']
1184035014,2,5,10年ぶりくらいに拭き取りタイプ使いましたが良すぎて驚きました。その後の美容液もとても浸透してる気がします。,bra*** | 2026.02.26 | 1個目:セラム | 2個目:トナー | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:セラム / 2個目:トナー / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 乾燥肌肌トーン : ブルベ肌の悩み : しわ・たるみ, シミ",I used the wipe-off type for the first time in about 10 years and was surprised at how good it was. I also feel that the serum that comes after that is absorbed very well.,10년 정도 만에 닦아내는 타입을 사용했는데 너무 좋아서 놀랐습니다. 그다음에 나오는 세럼도 흡수가 잘되는 느낌이에요.,I used the wipe-off type for the first time in about 10 years and was surprised at how good it was. I also feel that the serum that comes after that is absorbed very well.,"['wipe type', 'feel serum', 'comes absorbed', '10 years', 'surprised good']",효과_성분,"['효과_성분', '사용감_텍스처']"
1184035014,2,5,とても楽しみにしてたので、すぐに使い始めました。まだ初めたばかりなので分かりませんが、使い続けていくのが楽しみです。サラッとしてるので使いやすいです。,ain*** | 2026.02.20 | 1個目:セラム | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:セラム / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 敏感肌肌トーン : イエベ肌の悩み : 毛穴, シミ","I was really looking forward to it, so I started using it right away. I'm just starting out so I don't know much about it, but I'm looking forward to continuing to use it. It's smooth and easy to use.","정말 기대가 되어서 바로 사용하기 시작했어요. 이제 막 시작하는 단계라 잘 모르지만, 계속해서 사용해 보고 싶습니다. 부드럽고 사용하기 쉽습니다.","I was really looking forward to it, so I started using it right away. I'm just starting out so I don't know much about it, but I'm looking forward to continuing to use it. It's smooth and easy to use.","['started using', 'use smooth', 'right away', 'forward continuing', 'really looking']",사용감_텍스처,['사용감_텍스처']
1184035014,2,5,成分が気になって初めて購入してみました！パックも化粧水も肌のキメが整っていくような感じで、しっとりします。,yma*** | 2026.02.18 | 1個目:トナー | 2個目:マスク | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:トナー / 2個目:マスク / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 敏感肌肌トーン : イエベ肌の悩み : 毛穴, くすみ・色むら, 乾燥",I bought it for the first time because I was curious about the ingredients! Both the pack and lotion seem to smooth out the texture of my skin and leave it moisturized.,성분이 궁금해서 처음 구매했어요! 팩과 로션 모두 피부 결을 매끈하게 정돈하고 촉촉하게 유지해주는 것 같아요.,I bought it for the first time because I was curious about the ingredients! Both the pack and lotion seem to smooth out the texture of my skin and leave it moisturized.,"['lotion smooth', 'moisturized', 'ingredients pack', 'skin leave', 'bought time']",사용감_텍스처,"['사용감_텍스처', '효과_성분', '피부_트러블_부작용']"
1184035014,2,5,インスタにあがってきて気になって購入してみました。注文後2日で届きました。レビューも良い感じなので、これから使用するのが楽しみです。,hee*** | 2025.12.17 | 1個目:セラム | 2個目:トナーパッド | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,オプション : 1個目:セラム / 2個目:トナーパッド / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 乾燥肌肌トーン : ブルベ,"I saw this on Instagram and was curious about it, so I decided to purchase it. It arrived in 2 days after ordering. The reviews are also good, so I'm looking forward to using it.",이거 인스타그램에서 보고 궁금해서 구매하게 됐어요. 주문한지 2일만에 도착했어요. 리뷰도 좋아서 꼭 이용해보고 싶네요.,"I saw this on Instagram and was curious about it, so I decided to purchase it. It arrived in 2 days after ordering. The reviews are also good, so I'm looking forward to using it.","['saw instagram', 'reviews good', 'purchase arrived', 'days ordering', 'curious decided']",포장_배송,"['포장_배송', '재구매_추천']"
1184035014,2,5,先日セラムを購入しトナーも併せてて使用した方がより効果を実感できると思いリピしました。プレゼント用にセラムも１本追加で購入期待大です。,har*** | 2025.12.17 | 1個目:トナー | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,オプション : 1個目:トナー / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 乾燥肌肌トーン : ブルベ肌の悩み : しわ・たるみ,"I bought a serum the other day and thought I would get better results if I used it with a toner, so I decided to buy it again. I am looking forward to purchasing an additional serum as a gift.",저번에 세럼을 구매했는데 토너와 함께 사용하면 효과가 더 좋을 것 같아 재구매하게 되었습니다. 선물로 세럼을 추가로 구매하고 싶습니다.,"I bought a serum the other day and thought I would get better results if I used it with a toner, so I decided to buy it again. I am looking forward to purchasing an additional serum as a gift.","['additional serum', 'used toner', 'toner decided', 'results used', 'forward purchasing']",효과_성분,"['효과_성분', '재구매_추천', '커버력_색상']"
1184035014,2,5,朝と夜どちらも使ってますが肌の調子良き,app*** | 2026.03.20 | 1個目:トナー | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,オプション : 1個目:トナー / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,I use it both morning and night and my skin feels good.,아침저녁으로 사용하는데 피부가 좋아지는 느낌이에요.,I use it both morning and night and my skin feels good.,"['night skin', 'use morning', 'skin feels', 'feels good', 'use']",효과_성분,"['효과_성분', '사용감_텍스처']"
1184035014,2,5,鼻横の赤みが薄くなった気がする,yur*** | 2026.03.18 | 1個目:クレンジング | 2個目:トナー | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,オプション : 1個目:クレンジング / 2個目:トナー / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,I feel that the redness on the side of my nose has faded.,코 옆의 붉은기가 사라진 것 같아요.,I feel that the redness on the side of my nose has faded.,"['redness nose', 'nose faded', 'feel redness', 'faded', 'feel']",피부_트러블_부작용,"['피부_트러블_부작용', '사용감_텍스처', '향_냄새']"
1184035014,2,5,サンプル当たって使ってみたら、まさかの初日から違いを実感!!!!即メガ割中にリピ買いしたw,chi*** | 2026.03.15 | 1個目:セラム | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:セラム / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 混合肌肌トーン : イエベ肌の悩み : ニキビ・肌荒れ, 毛穴, 乾燥, しわ・たるみ","When I got the sample and tried it, I could really feel the difference from the first day!!!I immediately bought it again during the mega discount lol",샘플받아서 써보니 첫날과 확연히 달라진걸 느꼈어요!!!대박할인때 바로 재구매했어요 ㅎㅎ,"When I got the sample and tried it, I could really feel the difference from the first day!!!I immediately bought it again during the mega discount lol","['sample tried', 'mega discount', 'feel difference', 'day immediately', 'lol']",효과_성분,"['효과_성분', '사용감_텍스처', '가격_가성비']"
1184035014,2,5,まだ使ってませんが日本初上陸？とかゆーので購入してみました！期待を込めて！,che*** | 2026.03.15 | 1個目:セラム | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:セラム / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 混合肌肌トーン : ブルベ肌の悩み : 毛穴, くすみ・色むら, 乾燥","I haven't used it yet, but is it the first one to land in Japan? That's why I bought it! With high expectations!","아직 사용해본 적은 없는데, 일본에 상륙한 것은 처음인가요? 그래서 샀어요! 큰 기대를 가지고!","I haven't used it yet, but is it the first one to land in Japan? That's why I bought it! With high expectations!","['land japan', 'used land', 'haven used', 'high', 'expectations']",unclassified,['unclassified']
1184035014,2,5,リピしましたー！治安よきです,cha*** | 2026.03.15 | 1個目:トナー | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,オプション : 1個目:トナー / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 混合肌肌トーン : イエベ,I repeated it! It's safe,반복했어요! 안전해요,I repeated it! It's safe,"['repeated safe', 'repeated', 'safe']",unclassified,['unclassified']
1184035014,2,5,届くの早かったです！使い心地も良いですし、匂いがスッキリしてて気持ちよく使えます！,pir*** | 2026.03.15 | 1個目:セラム | 2個目:トナー | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:セラム / 2個目:トナー / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 乾燥肌肌トーン : ブルベ肌の悩み : 毛穴, 乾燥","It arrived quickly! It's comfortable to use, and the smell is refreshing, so you can use it comfortably!",빨리 도착했어요! 사용감도 편하고 향도 상큼해서 편안하게 사용하실 수 있어요!,"It arrived quickly! It's comfortable to use, and the smell is refreshing, so you can use it comfortably!","['quickly comfortable', 'use comfortably', 'arrived', 'use smell', 'refreshing use']",사용감_텍스처,"['사용감_텍스처', '향_냄새', '포장_배송']"
1184035014,2,5,ごめんなさいまだ使ってません、期待を込めて！,164*** | 2026.03.14 | 1個目:トナー | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:トナー / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 混合肌肌トーン : イエベ肌の悩み : ニキビ・肌荒れ, 毛穴, シミ","Sorry, I haven't used it yet, but I'm looking forward to it!",죄송해요 아직 사용해본 적은 없지만 기대됩니다!,"Sorry, I haven't used it yet, but I'm looking forward to it!","['haven used', 'sorry haven', 'looking forward', 'sorry', 'looking']",unclassified,['unclassified']
1184035014,2,5,リピで購入してます。安く購入できて良かった。,mar*** | 2026.03.14 | 1個目:セラム | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:セラム / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 混合肌肌トーン : ブルベ肌の悩み : くすみ・色むら, しわ・たるみ, シミ",I purchase it as a repeat purchase. I'm glad I was able to purchase it cheaply.,재구매로 구매합니다. 저렴하게 구입할 수 있어서 기쁘네요.,I purchase it as a repeat purchase. I'm glad I was able to purchase it cheaply.,"['purchase repeat', 'repeat', 'purchase glad', 'cheaply', 'glad']",가격_가성비,['가격_가성비']
1184035014,2,5,期待を込めて評価しました！,j.c*** | 2026.03.13 | 1個目:セラム | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:セラム / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 混合肌肌トーン : イエベ肌の悩み : 毛穴, くすみ・色むら, 乾燥, しわ・たるみ",I rated it with high expectations!,기대가 크다고 평가했어요!,I rated it with high expectations!,"['rated high', 'rated', 'high expectations', 'expectations', 'high']",unclassified,['unclassified']
1184035014,2,5,まだ使って数日のため効果はわからないですが、しっとりした使用感があります！続けてケアしていきます。,yam*** | 2026.03.12 | 1個目:セラム | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:セラム / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 敏感肌肌トーン : イエベ肌の悩み : 乾燥, しわ・たるみ, シミ","I've only been using it for a few days so I don't know how effective it is, but it does feel moisturizing! I will continue to take care of you.","아직 며칠 사용하지 않아서 효과는 잘 모르겠지만, 촉촉한 느낌은 있어요! 나는 계속해서 당신을 돌볼 것입니다.","I've only been using it for a few days so I don't know how effective it is, but it does feel moisturizing! I will continue to take care of you.","['feel moisturizing', 'effective', 'using days', 'don know', 'continue care']",효과_성분,"['효과_성분', '사용감_텍스처']"
1184035014,2,4,日本初上陸とマイナス8歳に惹かれて購入！使用が楽しみです！,aoy*** | 2026.03.12 | 1個目:セラム | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:セラム / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 混合肌肌トーン : イエベ肌の悩み : 毛穴, シミ",I bought it because I was attracted to its first appearance in Japan and the fact that it was minus 8 years old! I’m looking forward to using it!,일본 첫 등장과 마이너스 8세라는 점에 끌려 구입했습니다! 나는 그것을 사용하기를 기대하고 있습니다!,I bought it because I was attracted to its first appearance in Japan and the fact that it was minus 8 years old! I’m looking forward to using it!,"['appearance japan', 'years old', 'bought attracted', 'minus', 'forward using']",unclassified,['unclassified']
1184035014,2,4,トロッとしていて、刺激もなくしっとりします^ - ^はじめて使いましたが追加購入検討中…,nyn*** | 2026.03.09 | 1個目:セラム | 2個目:トナーパッド | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:セラム / 2個目:トナーパッド / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 乾燥肌肌トーン : ブルベ肌の悩み : 毛穴, 乾燥","It's thick and moisturizing without irritation ^ - ^ This is my first time using it, but I'm considering purchasing more...",도톰하고 자극없이 촉촉해요 ^ - ^ 처음 써보는데 추가구매 고려중이에요...,"It's thick and moisturizing without irritation ^ - ^ This is my first time using it, but I'm considering purchasing more...","['moisturizing irritation', 'moisturizing', 'irritation time', 'considering purchasing', 'using']",효과_성분,"['효과_성분', '사용감_텍스처', '피부_트러블_부작용']"
1184035014,2,4,いいと聞いて購入しましたまだ使ってませんが期待を込めて,yus*** | 2026.03.09 | 1個目:クレンジング | 2個目:洗顔フォーム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:クレンジング / 2個目:洗顔フォーム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 乾燥肌肌トーン : イエベ肌の悩み : 毛穴, 乾燥","I bought it because I heard good things about it. I haven't used it yet, but I have high hopes.",좋다는 얘기를 들어서 구매했어요. 아직 써보진 않았지만 기대가 큽니다.,"I bought it because I heard good things about it. I haven't used it yet, but I have high hopes.","['haven used', 'heard good', 'high hopes', 'bought', 'things']",unclassified,['unclassified']
1184035014,2,4,SNSサイトをみて気になって購入。まだ使用していませんが期待を込めて,kug*** | 2026.03.08 | 1個目:トナー | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,オプション : 1個目:トナー / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 敏感肌肌トーン : イエベ,"I bought this after seeing it on a social media site. I haven't used it yet, but I have high hopes",SNS 사이트에서 보고 구매했습니다. 아직 써보진 않았지만 기대가 큽니다,"I bought this after seeing it on a social media site. I haven't used it yet, but I have high hopes","['haven used', 'site haven', 'high hopes', 'media site', 'seeing social']",unclassified,['unclassified']
1184035014,2,4,インスタのお勧めで出て来たので購入してみました。クレンジングはいい感じです。セラムはもう少し使って見ないと効果は分からないかなぁ〜スポイドが使いづらい、、、,pui*** | 2026.03.07 | 1個目:セラム | 2個目:クレンジング | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,オプション : 1個目:セラム / 2個目:クレンジング / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 混合肌肌トーン : イエベ,I bought this because it came recommended to me on Instagram. Cleansing feels good. I guess I won't know the effectiveness of the serum until I use it a little longer. It's hard to use a dropper...,인스타그램에서 추천받아서 구매했어요. 클렌징 느낌이 좋아요. 세럼은 좀 더 사용해보기 전까지는 효과를 알 수 없을 것 같아요. 드로퍼 사용이 힘들어요..,I bought this because it came recommended to me on Instagram. Cleansing feels good. I guess I won't know the effectiveness of the serum until I use it a little longer. It's hard to use a dropper...,"['effectiveness serum', 'instagram cleansing', 'cleansing feels', 'use dropper', 'feels good']",사용감_텍스처,"['사용감_텍스처', '포장_배송', '재구매_추천']"
1184035014,2,4,初めて使った感想:セラムのほうが好きですね、保湿は少しあると思います、リピートは可能です。,nao*** | 2026.03.05 | 1個目:トナー | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,オプション : 1個目:トナー / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 乾燥肌肌トーン : イエベ,"Impressions after using it for the first time: I like the serum better, I think it's a little more moisturizing, and I can use it repeatedly.","처음 사용 후 소감 : 세럼이 더 좋고, 조금 더 촉촉하고, 반복해서 사용할 수 있는 것 같아요.","Impressions after using it for the first time: I like the serum better, I think it's a little more moisturizing, and I can use it repeatedly.","['serum better', 'moisturizing use', 'impressions using', 'use repeatedly', 'time like']",효과_성분,['효과_성분']
1184035014,2,4,届いた日の夜に使用しましたが、浸透力はあると思います。美容液を探していてレビューの良いこちらを購入。シワが薄くなったとか毛穴が小さくなったというレビューのようになれるように続けてみます。,oke*** | 2026.03.04 | 1個目:セラム | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:セラム / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 混合肌肌トーン : イエベ肌の悩み : ニキビ・肌荒れ, しわ・たるみ","I used it the night I received it, and I think it has good penetration power. I was looking for a serum and bought this one with good reviews. I will continue using it so that I can get results like the reviews that say that wrinkles have become thinner and pores have become smaller.",받자마자 밤에 사용해봤는데 침투력이 좋은 것 같아요. 세럼 찾다가 후기가 좋아서 구매했어요. 주름도 얇아지고 모공도 작아졌다는 후기처럼 효과를 볼 수 있도록 계속 사용하겠습니다.,"I used it the night I received it, and I think it has good penetration power. I was looking for a serum and bought this one with good reviews. I will continue using it so that I can get results like the reviews that say that wrinkles have become thinner and pores have become smaller.","['penetration power', 'looking serum', 'thinner pores', 'reviews say', 'using results']",효과_성분,['효과_성분']
1184035014,2,4,マスクとトナーパッドが欲しくて購入。早速明日試したいと思います😊,pom*** | 2026.03.03 | 1個目:マスク | 2個目:トナーパッド | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:マスク / 2個目:トナーパッド / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 混合肌肌トーン : イエベ肌の悩み : ニキビ・肌荒れ, 毛穴",I bought this because I wanted a mask and toner pad. I want to try it tomorrow 😊,마스크와 토너패드가 갖고 싶어서 구매했습니다. 내일 해봐야겠어요 😊,I bought this because I wanted a mask and toner pad. I want to try it tomorrow 😊,"['mask toner', 'toner pad', 'wanted mask', 'pad want', 'try tomorrow']",효과_성분,"['효과_성분', '커버력_색상']"
1184035014,2,4,花粉の季節、肌が敏感になるので購入してみました。1週間使ってみてまぁ普通かな。少しとろみがある。浸透には少し時間がかかる。夜に使うより朝に使った方がいいかも。,nya*** | 2026.03.03 | 1個目:トナー | 2個目:セラム | ご注文後の変更・キャンセルは原則できかねます。:承知致しました。,"オプション : 1個目:トナー / 2個目:セラム / ご注文後の変更・キャンセルは原則できかねます。:承知致しました。肌タイプ : 混合肌肌トーン : イエベ肌の悩み : 毛穴, シミ",I bought this because my skin becomes sensitive during pollen season. I've been using it for a week and it seems to be normal. It's a little thick. It takes some time to penetrate. It may be better to use it in the morning rather than at night.,꽃가루 시즌에는 피부가 예민해지기 때문에 구매했습니다. 일주일 동안 사용해 봤는데 정상적인 것 같습니다. 조금 두꺼운 편이에요. 침투하는데 시간이 좀 걸립니다. 밤보다는 아침에 사용하는 것이 더 좋을 수도 있습니다.,I bought this because my skin becomes sensitive during pollen season. I've been using it for a week and it seems to be normal. It's a little thick. It takes some time to penetrate. It may be better to use it in the morning rather than at night.,"['sensitive pollen', 'week normal', 'use morning', 'bought skin', 'penetrate better']",효과_성분,"['효과_성분', '사용감_텍스처', '피부_트러블_부작용']"
